longitude,latitude,YR,MO,X,Y,TOT
-73.99601241571625,40.741041379989184,2014,2,985355,209258,2.0
-73.95670888276328,40.77106906353564,2014,2,996241,220201,1.0
-74.00026335251766,40.72063693963135,2014,2,984177,201824,1.0
-74.15270854208393,40.635650669240164,2014,2,941866,170898,1.0
-74.000779390041,40.733907834523556,2014,2,984034,206659,1.0
-73.9558006821657,40.78498453356963,2014,2,996490,225271,1.0
-74.00571846132749,40.7260549499819,2014,2,982665,203798,3.0
-73.99115897015324,40.73938053501561,2014,2,986700,208653,1.0
-73.95804123035263,40.810947754373316,2014,2,995865,234730,1.0
-73.9445734739019,40.81153492639588,2014,2,999593,234946,1.0
-73.99127829629309,40.737525091638176,2014,2,986667,207977,1.0
-73.95717140718465,40.77043794626748,2014,2,996113,219971,2.0
-73.97836979335729,40.76270919541541,2014,2,990242,217153,1.0
-73.96928177510357,40.75928718031842,2014,2,992760,215907,1.0
-74.22760774372688,40.50794513481055,2014,2,920957,124417,1.0
-73.97882844290422,40.76208347925336,2014,2,990115,216925,1.0
-73.98675345705281,40.75467659799175,2014,2,987920,214226,3.0
-73.96579963454646,40.79213247223393,2014,2,993720,227874,1.0
-73.81027741604554,40.67515343332683,2014,2,1036876,185310,1.0
-73.73647435448358,40.677645801749854,2014,2,1057345,186271,1.0
-73.8282984461078,40.745535625057165,2014,2,1031827,210942,1.0
-73.83225875810089,40.75504379435162,2014,2,1030723,214404,2.0
-73.84592486594339,40.576811317486616,2014,2,1027051,149462,1.0
-73.76672824879489,40.68217687865661,2014,2,1048949,187898,1.0
-73.76986456726164,40.66246191237644,2014,2,1048098,180713,1.0
-74.09993063018922,40.59375445718628,2014,2,956497,155613,1.0
-73.8138580586359,40.68263057257719,2014,2,1035877,188032,2.0
-73.83936217284263,40.792445548345604,2014,2,1028730,228027,1.0
-73.74578360727217,40.67090084765996,2014,2,1054770,183806,1.0
-73.82190459939034,40.78694963433903,2014,2,1033568,226034,1.0
-73.73082056988098,40.681401305195564,2014,2,1058909,187644,1.0
-73.81473746550833,40.66847715714448,2014,2,1035644,182875,1.0
-73.78561143255118,40.59096839358275,2014,2,1043793,154655,2.0
-74.17376286072347,40.553435858725734,2014,2,935963,140956,1.0
-74.17120079505247,40.63633552447366,2014,2,936734,171157,1.0
-74.06460007189918,40.61201343875501,2014,2,966314,162256,1.0
-73.87134773451406,40.83043425418381,2014,2,1019853,241853,1.0
-74.07940679058329,40.62423496332218,2014,2,962207,166712,1.0
-73.92017749401248,40.85134916070088,2014,2,1006333,249457,2.0
-73.87129596362372,40.838517380305035,2014,2,1019863,244798,1.0
-73.86318705344402,40.83284295658362,2014,2,1022110,242734,1.0
-73.90444988508673,40.84143979102937,2014,2,1010688,245851,2.0
-73.86863605979468,40.836700126184425,2014,2,1020600,244137,1.0
-73.91457830172146,40.84297105017724,2014,2,1007885,246406,3.0
-73.87150441897026,40.83724406598757,2014,2,1019806,244334,1.0
-73.9241748802785,40.80733212194641,2014,2,1005241,233419,1.0
-73.86186841733833,40.83963729669343,2014,2,1022471,245210,1.0
-73.91254558490819,40.84138857441483,2014,2,1008448,245830,1.0
-73.82954039196021,40.87793483533683,2014,2,1031389,259179,1.0
-73.9512141686151,40.65256451147497,2014,2,997787,177027,1.0
-73.95451846556463,40.595100921514906,2014,2,996881,156091,1.0
-73.93552392873731,40.66635205349547,2014,2,1002137,182053,1.0
-73.93003207414543,40.65794707300185,2014,2,1003663,178992,1.0
-73.90168848807309,40.68017002504309,2014,2,1011518,187096,1.0
-73.93411202655088,40.61778500961514,2014,2,1002542,164359,1.0
-73.96703294725076,40.613440433072704,2014,2,993403,162771,1.0
-73.93042005673682,40.66607460183262,2014,2,1003553,181953,1.0
-73.91623830195428,40.70433277026505,2014,2,1007474,195895,1.0
-73.91750128171833,40.843706014960055,2014,2,1007076,246673,2.0
-73.98279185015478,40.60904122237355,2014,2,989028,161167,1.0
-73.95281749760827,40.612365007285085,2014,2,997350,162381,1.0
-73.96368859169407,40.61694727125388,2014,2,994331,164049,1.0
-73.98423780246921,40.60169086617288,2014,2,988627,158489,1.0
-73.98642015947927,40.689897521873554,2014,2,988016,190625,1.0
-73.95662452728973,40.73429216797889,2014,2,996271,206802,1.0
-73.87865628077915,40.64506698837438,2014,2,1017924,174315,1.0
-73.98844213239329,40.77853132407837,2014,2,987451,222917,1.0
-73.98453490646622,40.71825070538206,2014,2,988537,200955,1.0
-73.99238873868701,40.74602017441106,2014,2,986359,211072,3.0
-73.849397200703,40.83769215343255,2014,2,1025923,244507,2.0
-73.94714605272473,40.7881839930102,2014,2,998886,226438,2.0
-73.96308215241018,40.795156326236665,2014,2,994472,228976,1.0
-73.94726229033873,40.80100467905102,2014,2,998851,231109,1.0
-74.00609855806694,40.73994613174787,2014,2,982560,208859,3.0
-73.99167833433965,40.741557161579856,2014,2,986556,209446,3.0
-73.95197351567865,40.81926189009417,2014,2,997543,237760,1.0
-73.98747790776822,40.72181376044962,2014,2,987721,202253,4.0
-73.98008733147978,40.75314132541273,2014,2,989767,213667,1.0
-73.94473585098842,40.7943557630982,2014,2,999552,228687,1.0
-73.94645134659524,40.780882679641714,2014,2,999080,223778,1.0
-73.85101374954934,40.83880311723197,2014,2,1025475,244911,1.0
-73.9464883480402,40.79774358583274,2014,2,999066,229921,1.0
-73.94318152029473,40.79594695055156,2014,2,999982,229267,1.0
-73.93542759695289,40.83288132650348,2014,2,1002119,242725,1.0
-73.90509210815989,40.69780529655742,2014,2,1010567,193520,1.0
-73.78929074700474,40.74059892198454,2014,2,1042640,209167,1.0
-73.78621640330532,40.711284654904766,2014,2,1043518,198489,1.0
-73.8053187275211,40.70782994267851,2014,2,1038225,197218,1.0
-73.9008620713388,40.6952490952162,2014,2,1011741,192590,2.0
-73.84383809944929,40.6594735356106,2014,2,1027577,179579,1.0
-73.77976323137723,40.666560043431204,2014,2,1045348,182199,1.0
-73.85391545482781,40.727032877844074,2014,6,1024740,204188,1.0
-73.90999242824668,40.84790529211824,2014,2,1009152,248205,1.0
-73.80936185853966,40.76591032390041,2014,2,1037058,218376,1.0
-73.79685579216107,40.70940179605639,2014,2,1040570,197796,1.0
-73.7871690090747,40.70778958175625,2014,2,1043257,197215,1.0
-74.08810591837208,40.59105501345185,2014,2,959780,154626,1.0
-74.1301508091572,40.60081676946971,2014,2,948108,158197,1.0
-74.08693668712047,40.64433509529768,2014,2,960124,174037,2.0
-73.84739498051911,40.82986159184121,2014,2,1026482,241655,1.0
-73.89356093204155,40.8547448306758,2014,2,1013695,250702,1.0
-73.90257063012304,40.853718037946315,2014,2,1011203,250325,1.0
-73.86484732723586,40.853400052155806,2014,2,1021639,250223,1.0
-73.86861434871105,40.831224395513956,2014,2,1020609,242142,1.0
-73.88514703179888,40.805751820654386,2014,2,1016046,232855,1.0
-73.9078741999903,40.853231093021854,2014,2,1009736,250146,1.0
-73.9182097641417,40.828934480790544,2014,2,1006885,241291,1.0
-73.90234470409516,40.85741221737775,2014,2,1011264,251671,1.0
-73.86364917268752,40.84892202533006,2014,2,1021973,248592,1.0
-73.9034578658439,40.85260717859493,2014,2,1010958,249920,1.0
-73.8863581115265,40.84748095805153,2014,2,1015691,248058,1.0
-73.85006148203875,40.818751717726364,2014,2,1025751,237606,1.0
-73.98472091762977,40.599234337841146,2014,2,988493,157594,1.0
-73.989989877075,40.66673748671828,2014,2,987027,182187,1.0
-73.86411637768583,40.832542136567334,2014,2,1021853,242624,1.0
-74.02428228016437,40.640695614434634,2014,2,977511,172700,1.0
-73.92370672273613,40.66741528696396,2014,2,1005415,182443,1.0
-73.95433573052537,40.61483867986665,2014,2,996928,163282,2.0
-73.92298534418971,40.70525972361016,2014,2,1005603,196231,1.0
-73.93021894613283,40.70326065717812,2014,2,1003598,195501,2.0
-73.94593626935277,40.601426709371204,2014,2,999263,158397,1.0
-73.97290782441273,40.68349981749072,2014,2,991764,188295,2.0
-73.93463583187031,40.59784711052131,2014,2,1002402,157095,1.0
-73.95886431899639,40.712480396829484,2014,2,995654,198855,1.0
-73.95849871654681,40.64501921585356,2014,2,995767,174277,1.0
-73.87964057670078,40.82854660821819,2014,2,1017559,241162,2.0
-73.9229576259274,40.67618983975119,2014,2,1005620,185640,1.0
-73.90288784359,40.67854339190442,2014,2,1011186,186503,1.0
-74.01060818022003,40.710085590571,2014,2,981309,197980,2.0
-73.93796589486861,40.79250236997767,2014,2,1001427,228013,1.0
-73.99963550932995,40.74371758033342,2014,2,984351,210233,1.0
-73.9571339812684,40.772493742130905,2014,2,996123,220720,1.0
-73.93118870184749,40.85741381342908,2014,2,1003285,251664,1.0
-74.00888433824306,40.71235839973562,2014,2,981787,198808,1.0
-73.97633912091462,40.7275183610004,2014,2,990808,204332,1.0
-73.94540348038883,40.790573842317364,2014,2,999368,227309,1.0
-73.90836852226604,40.8460129104447,2014,2,1009602,247516,1.0
-73.97378486046782,40.763792416644954,2014,2,991512,217548,5.0
-73.96635771059101,40.75975845949164,2014,2,993570,216079,1.0
-73.98141510715712,40.78065483046823,2014,2,989397,223691,1.0
-74.0042213533247,40.728497847810694,2014,2,983080,204688,1.0
-73.98221141170305,40.77345276684734,2014,2,989177,221067,1.0
-73.9745693901405,40.7607020119757,2014,2,991295,216422,1.0
-73.98236916243333,40.777638515628674,2014,2,989133,222592,1.0
-73.97218596685558,40.78901892045637,2014,2,991952,226739,1.0
-73.92093788593081,40.86544921437843,2014,2,1006118,254594,1.0
-73.94005064787967,40.83557638492623,2014,2,1000839,243706,1.0
-73.87653101953997,40.83157897701915,2014,2,1018418,242268,1.0
-73.94753743035436,40.800200599537405,2014,2,998775,230816,1.0
-73.99120792565799,40.751237856712,2014,2,986686,212973,3.0
-73.76006435624176,40.7084883441315,2014,2,1050771,197489,1.0
-73.75543570279883,40.66549532539413,2014,2,1052098,181829,1.0
-73.78428168488117,40.762964893612356,2014,2,1044008,217319,1.0
-73.73893441328542,40.72613241959875,2014,2,1056610,203934,1.0
-73.84690414441616,40.78091693922458,2014,2,1026649,223823,1.0
-73.78208850129357,40.77902028498581,2014,2,1044601,223170,2.0
-73.7821894538556,40.75036528315081,2014,2,1044599,212730,1.0
-73.76190417793069,40.75182926521234,2014,2,1050218,213278,1.0
-73.95217354594361,40.711854750506085,2014,2,997509,198628,1.0
-73.75627811658786,40.74372045900523,2014,2,1051785,210328,1.0
-73.90763437629288,40.778643101856495,2014,2,1009831,222971,2.0
-73.75607381382946,40.74530924280272,2014,2,1051840,210907,1.0
-74.08047294348174,40.6450287412375,2014,2,961918,174288,1.0
-73.92397158537469,40.817701549499304,2014,2,1005294,237197,2.0
-73.89641475187798,40.86525414461638,2014,2,1012901,254530,2.0
-73.85965160024071,40.86429306541943,2014,2,1023070,254194,1.0
-73.89869751307049,40.85956640829404,2014,2,1012272,252457,1.0
-73.88307380032235,40.855009148948746,2014,2,1016596,250802,1.0
-73.89917091382227,40.866837532127526,2014,2,1012138,255106,1.0
-73.89428150256482,40.63792400799144,2014,2,1013591,171707,1.0
-73.89293921492555,40.86595087034073,2014,2,1013862,254785,1.0
-73.86115472291114,40.86644123946624,2014,2,1022653,254976,1.0
-73.89776393565619,40.85778701803889,2014,2,1012531,251809,1.0
-73.86637612099447,40.864323006472674,2014,2,1021210,254202,1.0
-73.8821616233174,40.85162399955827,2014,2,1016850,249569,1.0
-73.85221686349628,40.842210853279326,2014,2,1025140,246152,1.0
-73.8974504703159,40.866490184005414,2014,2,1012614,254980,1.0
-73.89563691013812,40.86789384322566,2014,2,1013115,255492,1.0
-73.89149935125133,40.87094212975314,2014,2,1014258,256604,1.0
-73.95124537576321,40.688765384307736,2014,2,997771,190216,1.0
-73.96168799798592,40.644668990116266,2014,2,994882,174149,1.0
-73.96949928811122,40.59170781267178,2014,2,992721,154853,1.0
-73.95536748241341,40.6393473160905,2014,2,996637,172211,1.0
-73.88815910561499,40.6770560731291,2014,2,1015272,185966,1.0
-73.91759648122104,40.68807373985524,2014,2,1007103,189971,1.0
-73.98596246476038,40.67155689388774,2014,2,988144,183943,1.0
-73.98817454676693,40.57742730543316,2014,2,987535,149649,1.0
-73.9937904537223,40.57563538957612,2014,2,985975,148996,1.0
-73.8718999934501,40.678721667929736,2014,2,1019781,186579,1.0
-73.95444228490425,40.64870392567101,2014,2,996892,175620,1.0
-73.95206438045649,40.60283202016034,2014,2,997561,158908,1.0
-74.00703720563294,40.607142896841204,2014,2,982296,160475,1.0
-73.88721057541274,40.67513654823517,2014,2,1015536,185267,1.0
-73.87665557729112,40.67472223451969,2014,2,1018464,185120,1.0
-73.96745937669661,40.58097233579101,2014,2,993289,150942,2.0
-73.95452625872431,40.715841097959256,2014,2,996856,200080,1.0
-73.91744125262629,40.6212354299019,2014,2,1007169,165620,1.0
-73.87752080494333,40.68060796001595,2014,2,1018221,187264,1.0
-73.9388037203933,40.694317599762876,2014,2,1001220,192241,1.0
-73.99839745302505,40.6033113659466,2014,2,984695,159079,1.0
-73.9296787557613,40.65463116111709,2014,2,1003762,177784,1.0
-73.95326476694244,40.69888618496931,2014,2,997209,193903,1.0
-73.92128399754041,40.83572429672214,2014,6,1006032,243764,2.0
-73.9717178096548,40.69242552529456,2014,2,992093,191547,2.0
-73.97940497856149,40.69538327340783,2014,2,989961,192624,1.0
-73.97723105357147,40.78861929671912,2014,2,990555,226593,2.0
-73.94256677558027,40.82195015707505,2014,2,1000146,238741,1.0
-73.94345372433457,40.81564048603442,2014,2,999902,236442,1.0
-73.98223817138904,40.78141525189334,2014,2,989169,223968,1.0
-73.99066261630517,40.75349399563456,2014,2,986837,213795,2.0
-73.96781694334088,40.75785676854645,2014,2,993166,215386,1.0
-73.99252893804574,40.75091955928604,2014,2,986320,212857,1.0
-73.9359470544514,40.8150574240597,2014,2,1001980,236231,2.0
-73.97102804807159,40.79432968908429,2014,2,992272,228674,1.0
-73.9734076807338,40.60542728341568,2014,2,991634,159851,1.0
-73.99689017085905,40.72288485511871,2014,2,985112,202643,4.0
-74.002879414748,40.73394348296278,2014,2,983452,206672,1.0
-73.93745987997104,40.82753848810304,2014,2,1001558,240778,1.0
-73.97250545123553,40.79366582638997,2014,2,991863,228432,3.0
-73.96633862715059,40.804662313489565,2014,2,993569,232439,4.0
-73.97387857096591,40.791780516101255,2014,2,991483,227745,2.0
-73.99013231853387,40.72726236208564,2014,2,986985,204238,2.0
-73.96882992578776,40.79922571128299,2014,2,992880,230458,1.0
-73.94703341705369,40.811744681663775,2014,2,998912,235022,1.0
-73.94232441892868,40.80976896643423,2014,2,1000216,234303,3.0
-73.8830257307996,40.65213384956506,2014,2,1016708,176888,2.0
-73.9167329185473,40.77323192191058,2014,2,1007313,220997,1.0
-73.8828748614375,40.762703838300155,2014,2,1016696,217172,1.0
-73.88897890241086,40.764998999070166,2014,2,1015004,218006,1.0
-73.78608685244521,40.77525649713416,2014,2,1043497,221796,1.0
-73.72153008261175,40.74251358756412,2014,2,1061415,209917,1.0
-73.87137532680401,40.76756075022951,2014,2,1019879,218946,1.0
-73.92770518353493,40.76307006197745,2014,2,1004277,217292,1.0
-73.87794699919152,40.76687073451139,2014,2,1018059,218692,2.0
-73.9464519056031,40.73977739346618,2014,2,999089,208802,1.0
-73.8761869971815,40.767889901155236,2014,2,1018546,219064,1.0
-73.99497557269747,40.612780810681635,2014,2,985645,162529,1.0
-74.16668895133228,40.58983153992101,2014,2,937954,154212,1.0
-74.07938817670495,40.641900439118,2014,2,962218,173148,1.0
-73.87656201150841,40.879150223342535,2014,2,1018385,259600,1.0
-73.92055221543292,40.81604143288603,2014,2,1006241,236593,1.0
-73.8771893674608,40.8057628310344,2014,2,1018249,232862,1.0
-73.87822239154849,40.874897712231395,2014,2,1017928,258050,1.0
-73.83349975987163,40.88381974988101,2014,2,1030290,261321,1.0
-73.89897711750831,40.853989417580266,2014,2,1012197,250425,2.0
-73.87737230604249,40.873120994320885,2014,2,1018164,257403,1.0
-73.84600732616492,40.87829283515658,2014,2,1026835,259301,1.0
-73.92679632257806,40.67035420674078,2014,2,1004557,183513,1.0
-73.9178248756761,40.809962705914565,2014,2,1006998,234379,2.0
-73.91682928223538,40.82616133042309,2014,2,1007268,240281,2.0
-73.929684023159,40.813761010769575,2014,2,1003714,235760,1.0
-73.96182309897112,40.578590857055154,2014,2,994855,150075,1.0
-73.94919683933189,40.66091600740395,2014,2,998345,180070,1.0
-73.9538106383636,40.7074116472607,2014,2,997056,197009,1.0
-73.95144575517679,40.58194932357686,2014,2,997737,151300,1.0
-73.94944379545353,40.66321624146397,2014,2,998276,180908,1.0
-73.98396476237411,40.67396929059452,2014,2,988698,184822,1.0
-73.97068802090666,40.59049217570189,2014,2,992391,154410,1.0
-73.87727461085848,40.67528832067549,2014,2,1018292,185326,2.0
-73.9764059709968,40.64060792455936,2014,2,990798,172668,2.0
-73.93244838216575,40.68493241849473,2014,2,1002985,188823,1.0
-73.90657335945727,40.69333802384385,2014,2,1010158,191892,1.0
-73.89699609795265,40.67432503673629,2014,2,1012822,184968,2.0
-73.99489824647274,40.68201797193226,2014,2,985665,187754,2.0
-73.90019507275025,40.666241739649074,2014,2,1011938,182022,1.0
-73.94657813040564,40.636357240339834,2014,2,999077,171123,1.0
-73.9554436052794,40.66564510621745,2014,2,996611,181792,1.0
-73.90995172470387,40.68039088099161,2014,2,1009226,187174,2.0
-73.8759884659965,40.682568833140984,2014,2,1018645,187979,1.0
-73.97044406092364,40.67799594095778,2014,2,992448,186290,1.0
-73.86967342843064,40.681636864563544,2014,2,1020397,187642,1.0
-73.95601231832153,40.58488810089067,2014,2,996468,152370,1.0
-73.91854867628503,40.70261894940865,2014,2,1006834,195270,1.0
-73.99478426747744,40.57196838066926,2014,2,985699,147660,1.0
-73.95996693157268,40.58229570897884,2014,2,995370,151425,1.0
-73.93615260784016,40.71376831342737,2014,2,1001950,199328,1.0
-73.93773120884134,40.583932691014176,2014,2,1001546,152025,1.0
-73.90886631873924,40.667333123550804,2014,2,1009532,182417,1.0
-73.94395662472658,40.63887570720743,2014,2,999804,172041,2.0
-73.99054226431099,40.73683061111683,2014,2,986871,207724,3.0
-73.91521276324049,40.67978553806884,2014,2,1007767,186952,1.0
-73.9519834675414,40.77542583626695,2014,2,997549,221789,1.0
-73.99746699791386,40.73349884095888,2014,2,984952,206510,1.0
-73.95436866348723,40.77215507727942,2014,2,996889,220597,1.0
-73.97683993172933,40.79180036232087,2014,2,990663,227752,1.0
-73.99496346359439,40.72553896751943,2014,2,985646,203610,1.0
-73.97130742447914,40.7494477879015,2014,2,992200,212322,1.0
-73.94739295866256,40.823047602135055,2014,2,998810,239140,1.0
-73.97594900732582,40.77876544112102,2014,2,990911,223003,1.0
-73.97868150707156,40.75875133341309,2014,2,990156,215711,1.0
-73.98379049838842,40.76799371317381,2014,2,988740,219078,3.0
-73.89110324808995,40.62928867754297,2014,2,1014477,168562,1.0
-73.95419057774613,40.77386772360778,2014,2,996938,221221,1.0
-73.9801470371902,40.73446605562548,2014,2,989752,206863,2.0
-73.78614276912228,40.593700467244915,2014,2,1043643,155650,1.0
-73.89671544739306,40.75544899065347,2014,2,1012865,214524,1.0
-73.90395160291195,40.751000525329665,2014,2,1010862,212901,1.0
-73.92259640797964,40.76066234708846,2014,2,1005693,216416,1.0
-73.83762248364161,40.76684840701082,2014,2,1029229,218702,1.0
-73.91833770581243,40.757074769579354,2014,2,1006874,215110,1.0
-73.93197014718451,40.76493085033107,2014,2,1003095,217969,1.0
-73.86299267850143,40.75876790050758,2014,2,1022206,215746,1.0
-73.9381319586182,40.668211700425886,2014,2,1001413,182730,1.0
-73.87720842440933,40.75235573000721,2014,2,1018271,213404,1.0
-73.91085192181357,40.759465382826626,2014,2,1008947,215983,1.0
-73.88449833724823,40.75076582623731,2014,2,1016252,212822,1.0
-73.78974110794579,40.770558727820905,2014,2,1042489,220082,1.0
-73.7947191880509,40.766036125775976,2014,2,1041114,218431,1.0
-73.8693038829342,40.7561347862028,2014,2,1020459,214784,1.0
-73.92748680167026,40.76802967423561,2014,2,1004336,219099,1.0
-73.83224300128539,40.765600074513955,2014,2,1030720,218250,1.0
-73.85728575138735,40.755439826194454,2014,2,1023789,214536,1.0
-73.91296707537407,40.76231604520914,2014,2,1008360,217021,2.0
-73.83678222873542,40.679572008760495,2014,6,1029521,186905,1.0
-73.93065724093425,40.67370248146943,2014,2,1003485,184732,1.0
-73.91403067215786,40.8220559253211,2014,2,1008044,238786,2.0
-73.83531079399303,40.888521259496656,2014,2,1029786,263033,1.0
-73.89074466953006,40.88353406892059,2014,2,1014461,261192,1.0
-73.90054364188073,40.84585821504293,2014,2,1011767,247462,1.0
-73.89957092161383,40.882070932655466,2014,2,1012021,260656,1.0
-73.89157574840725,40.861785888028315,2014,2,1014241,253268,1.0
-73.8637878665832,40.88180369485709,2014,2,1021916,260572,1.0
-73.87616674736636,40.897215336466566,2014,2,1018485,266182,1.0
-73.91279969880105,40.890159301442466,2014,2,1008360,263599,1.0
-73.92218346163995,40.811327112987065,2014,2,1005791,234875,1.0
-73.91227888953611,40.668145486029395,2014,2,1008585,182712,1.0
-73.95314091590875,40.63906920687754,2014,2,997255,172110,1.0
-73.94391588587374,40.66591179677492,2014,2,999809,181891,1.0
-74.02505912350652,40.62721853932376,2014,2,977294,167790,1.0
-73.94676555050314,40.66337697519169,2014,2,999019,180967,1.0
-73.98276236028778,40.667458507264854,2014,2,989032,182450,1.0
-74.00733719877589,40.64968436816007,2014,2,982214,175974,1.0
-73.93317387548565,40.69496772348501,2014,2,1002781,192479,1.0
-73.96487554188501,40.674936696878625,2014,2,993993,185176,1.0
-73.94695179057747,40.66034407971057,2014,2,998968,179862,1.0
-73.94022058869675,40.68666043537562,2014,2,1000829,189451,1.0
-73.97190387229998,40.695870255354436,2014,2,992041,192802,1.0
-73.92506658157573,40.64737104100641,2014,2,1005044,175140,1.0
-73.98777566194063,40.69163236821292,2014,2,987640,191257,1.0
-73.9796622827426,40.64395169511246,2014,2,989894,173886,2.0
-73.93577075044898,40.585968254931856,2014,2,1002090,152767,1.0
-73.90439648647663,40.66483174648792,2014,2,1010773,181507,1.0
-73.90477052035789,40.667944636470985,2014,2,1010668,182641,1.0
-73.93857858146684,40.692094216634544,2014,2,1001283,191431,1.0
-73.9576523640299,40.76351588675687,2014,2,995981,217449,1.0
-73.99944081871679,40.72160583839691,2014,2,984405,202177,1.0
-73.99619351647516,40.72936520510319,2014,2,985305,205004,1.0
-73.99601948825914,40.622659359704336,2014,2,985355,166128,1.0
-73.99506989021316,40.74998373716913,2014,2,985616,212516,1.0
-73.94465202052122,40.83437101170859,2014,2,999566,243266,2.0
-73.98385055728647,40.743634106179876,2014,2,988725,210203,1.0
-73.95879781033965,40.80840366902333,2014,2,995656,233803,1.0
-73.9810867660644,40.741660209791696,2014,2,989491,209484,1.0
-73.98619085841777,40.76982202278936,2014,2,988075,219744,1.0
-73.98505986989096,40.725936098170436,2014,2,988391,203755,1.0
-73.9899137827193,40.76471170152385,2014,2,987044,217882,2.0
-74.00397695863403,40.74439821024925,2014,2,983148,210481,1.0
-73.89812726515002,40.748028446978516,2014,2,1012477,211820,1.0
-74.00121382051942,40.61465835291236,2014,2,983913,163213,1.0
-73.90784076232059,40.74431200187987,2014,2,1009787,210463,1.0
-73.88294496607305,40.74746232330747,2014,2,1016684,211619,1.0
-73.86478621106761,40.75188070001787,2014,2,1021713,213236,1.0
-73.82373963723853,40.75127076378697,2014,2,1033086,213034,1.0
-73.82236573387401,40.75352209492372,2014,2,1033465,213855,3.0
-73.82670986865567,40.75411059938934,2014,2,1032261,214067,1.0
-73.92924633334769,40.75312406160948,2014,2,1003853,213668,2.0
-73.87229634393937,40.748504993621026,2014,2,1019634,212003,1.0
-73.88318804997492,40.74879102950577,2014,2,1016616,212103,1.0
-73.82072278883956,40.75377755632159,2014,2,1033920,213949,1.0
-73.9447541756976,40.63300773700309,2014,2,999584,169903,1.0
-73.87294716792222,40.749773788277416,2014,2,1019453,212465,1.0
-73.9018579367133,40.746318961864915,2014,2,1011444,211196,1.0
-73.8633832584049,40.75312790587151,2014,2,1022101,213691,1.0
-73.918512401219,40.74409772177061,2014,2,1006830,210382,2.0
-73.90985540240546,40.74364662170388,2014,2,1009229,210220,1.0
-74.11512098127396,40.561804431565704,2014,2,952263,143978,1.0
-74.16305823615608,40.54207155331558,2014,2,938930,136810,1.0
-74.16509453234534,40.55658047938621,2014,2,938374,142097,1.0
-73.904776925211,40.85787810510814,2014,2,1010591,251840,1.0
-73.89430278000506,40.84741440405706,2014,2,1013493,248031,1.0
-73.93544016145529,40.66724131468643,2014,2,1002160,182377,1.0
-73.90978872650031,40.85418776292068,2014,2,1009206,250494,1.0
-73.84788736772018,40.81838107721594,2014,2,1026353,237472,2.0
-74.00746653473304,40.64612437557194,2014,2,982178,174677,1.0
-73.97953741354705,40.66337374905364,2014,2,989927,180962,1.0
-73.97922693942492,40.64179696094759,2014,2,990015,173101,1.0
-73.90914188488628,40.68202887460276,2014,2,1009450,187771,1.0
-73.91707059444147,40.670226836937694,2014,2,1007255,183469,1.0
-73.93433559759896,40.69442767269161,2014,2,1002459,192282,1.0
-73.88870238331731,40.67556069666228,2014,2,1015122,185421,1.0
-73.97954523857463,40.68487357473042,2014,2,989923,188795,2.0
-73.97513486053278,40.60936096197308,2014,2,991154,161284,1.0
-73.95008147151889,40.68290205301415,2014,2,998095,188080,1.0
-73.94096994782412,40.642571440024064,2014,2,1000632,173388,1.0
-73.93029041210103,40.62801808453545,2014,2,1003600,168088,1.0
-73.9535008556902,40.66029201794309,2014,2,997151,179842,1.0
-73.94140446145036,40.70171610206584,2014,2,1000497,194936,1.0
-74.00805024030905,40.64556165543568,2014,2,982016,174472,2.0
-74.01635926287744,40.64282696804487,2014,2,979710,173476,1.0
-73.9435184053677,40.66280451257035,2014,2,999920,180759,1.0
-73.96978587124781,40.642692412786495,2014,2,992635,173428,1.0
-73.96843498737486,40.58858119785882,2014,2,993017,153714,1.0
-73.95883639012966,40.61168112173242,2014,2,995679,162131,1.0
-73.96209395801799,40.67855068215009,2014,2,994764,186493,1.0
-73.94557633252477,40.663060769093384,2014,2,999349,180852,1.0
-73.97502272333607,40.59141545245369,2014,2,991187,154746,1.0
-74.0262644702759,40.623413990758955,2014,2,976959,166404,1.0
-73.95124113736438,40.669906041470014,2014,2,997776,183345,1.0
-73.97506843853779,40.57505369845699,2014,2,991176,148785,1.0
-73.99212588598574,40.74094236880127,2014,2,986432,209222,2.0
-73.98901319174462,40.7532056517531,2014,2,987294,213690,3.0
-73.95099772478456,40.7607959526573,2014,2,997825,216459,2.0
-73.99829715111615,40.723628713918515,2014,2,984722,202914,5.0
-73.9153868180153,40.673316230026415,2014,2,1007721,184595,1.0
-73.94897700123299,40.82580949873718,2014,2,998371,240146,2.0
-74.00495950891653,40.70856811857843,2014,2,982875,197427,1.0
-73.94946891454873,40.82514000462673,2014,2,998235,239902,1.0
-73.94158258352141,40.83593672823407,2014,2,1000415,243837,2.0
-73.99348757185525,40.765400889123704,2014,2,986054,218133,2.0
-73.95709883150697,40.82145145138665,2014,2,996124,238557,1.0
-73.92281362190774,40.86291163841329,2014,2,1005600,253669,1.0
-73.94666558289796,40.82897585421666,2014,2,999010,241300,1.0
-74.00938320122879,40.720032710591454,2014,2,981649,201604,1.0
-73.9783645888362,40.745392590983045,2014,2,990245,210844,1.0
-73.88969436313862,40.63380251512744,2014,6,1014866,170207,1.0
-73.96760059876692,40.60896383464967,2014,2,993246,161140,1.0
-73.97761003291164,40.78922046723247,2014,2,990450,226812,1.0
-73.94851484072203,40.816032607379825,2014,2,998501,236584,1.0
-73.94551101220091,40.82686188392872,2014,2,999330,240530,1.0
-73.93676741901695,40.84137420443799,2014,2,1001746,245819,1.0
